Time,Amplitude
0.223,-1.19890674609008e-12
0.224,7.53373747653934e-13
0.225,2.70565424139795e-12
0.226,4.65793473514196e-12
0.227,-6.65742385297446e-13
0.228,1.28653810844657e-12
0.229,3.23881860219059e-12
0.23,5.1910990959346e-12
0.231,-1.32578024504809e-13
0.232,1.81970246923921e-12
0.233,3.77198296298322e-12
0.234,5.72426345672724e-12
0.235,4.00586336287827e-13
0.236,2.35286683003184e-12
0.237,4.30514732377586e-12
0.238,6.25742781751987e-12
0.239,8.20970831126389e-12
0.24,-4.38992642335895e-12
0.241,-2.43764592961493e-12
0.242,-4.85365435870916e-13
0.243,1.4669150578731e-12
0.244,-3.85676206256631e-12
0.245,-1.90448156882229e-12
0.246,4.77989249217206e-14
0.247,2.00007941866574e-12
0.248,-3.32359770177367e-12
0.249,-1.37131720802966e-12
0.25,5.80963285714357e-13
0.251,2.53324377945837e-12
0.252,4.48552427320239e-12
0.253,-8.38152847237022e-13
0.254,1.11412764650699e-12
0.255,3.06640814025101e-12
0.256,5.01868863399502e-12
0.257,-3.04988486444386e-13
0.258,1.64729200729963e-12
0.259,3.59957250104365e-12
0.26,5.55185299478766e-12
0.261,2.28175874348251e-13
0.262,2.18045636809227e-12
0.263,4.13273686183628e-12
0.264,6.0850173555803e-12
0.265,7.61340235140887e-13
0.266,2.7136207288849e-12
0.267,4.66590122262892e-12
0.268,6.61818171637293e-12
0.269,1.29450459593352e-12
0.27,3.24678508967754e-12
0.271,5.19906558342155e-12
0.272,7.15134607716557e-12
0.273,1.82766895672616e-12
0.274,3.77994945047017e-12
0.275,5.73222994421419e-12
0.276,7.68451043795821e-12
0.277,9.63679093170222e-12
0.278,4.31311381126281e-12
0.279,6.26539430500683e-12
0.28,8.21767479875084e-12
0.281,1.01699552924949e-11
0.282,4.84627817205545e-12
0.283,6.79855866579946e-12
0.284,8.75083915954348e-12
0.285,1.07031196532875e-11
0.286,5.37944253284808e-12
0.287,7.3317230265921e-12
0.288,9.28400352033612e-12
0.289,1.12362840140801e-11
0.29,1.31885645078241e-11
0.291,7.86488738738474e-12
0.292,2.54121026694533e-12
0.293,-2.78246685349408e-12
0.294,-8.10614397393349e-12
0.295,1.12209413399395e-12
0.296,-4.20158298644546e-12
0.297,-9.52526010688487e-12
0.298,-2.97021998957432e-13
0.299,-5.62069911939684e-12
0.3,3.6075389885306e-12
0.301,-1.71613813190881e-12
0.302,-7.03981525234822e-12
0.303,2.18842285557922e-12
0.304,-3.13525426486019e-12
0.305,6.09298384306725e-12
0.306,7.6930672262784e-13
0.307,-4.55437039781157e-12
0.308,4.67386771011587e-12
0.309,-6.49809410323539e-13
0.31,-5.97348653076295e-12
0.311,3.25475157716449e-12
0.312,-2.06892554327492e-12
0.313,7.15931256465252e-12
0.314,1.83563544421311e-12
0.315,-3.4880416762263e-12
0.316,5.74019643170114e-12
0.317,4.16519311261734e-13
0.318,-4.90715780917768e-12
0.319,4.32108029874977e-12
0.32,-1.00259682168965e-12
0.321,8.2256412862378e-12
0.322,2.90196416579839e-12
0.323,-2.42171295464102e-12
0.324,6.80652515328642e-12
0.325,-1.30690671955198e-11
0.326,-3.8408290875924e-12
0.327,-9.16450620803181e-12
0.328,-1.44881833284712e-11
0.329,-5.25994522054378e-12
0.33,-1.05836223409832e-11
0.331,-1.35538423305575e-12
0.332,-6.67906135349516e-12
0.333,-1.20027384739346e-11
0.334,-2.77450036600713e-12
0.335,-8.09817748644654e-12
0.336,-1.3421854606886e-11
0.337,-4.19361649895851e-12
0.338,-9.51729361939792e-12
0.339,-2.89055511470479e-13
0.34,-5.61273263190989e-12
0.341,-1.09364097523493e-11
0.342,-1.70817164442186e-12
0.343,-7.03184876486127e-12
0.344,-1.23555258853007e-11
0.345,-3.12728777737324e-12
0.346,-8.45096489781265e-12
0.347,7.77273210114794e-13
0.348,-4.54640391032462e-12
0.349,-9.87008103076403e-12
0.35,-6.41842922836585e-13
0.351,-5.965520043276e-12
0.352,3.26271806465145e-12
0.353,-2.06095905578796e-12
0.354,-7.38463617622737e-12
0.355,1.84360193170007e-12
0.356,-3.48007518873934e-12
0.357,-8.80375230917875e-12
0.358,4.24485798748687e-13
0.359,-4.89919132169072e-12
0.36,4.32904678623672e-12
0.361,-9.94630334202692e-13
0.362,-6.3183074546421e-12
0.363,2.90993065328534e-12
0.364,-2.41374646715407e-12
0.365,-7.73742358759348e-12
0.366,1.49081452033396e-12
0.367,-3.83286260010545e-12
0.368,5.39537550782199e-12
0.369,7.16983873825809e-14
0.37,-5.25197873305683e-12
0.371,3.97625937487061e-12
0.372,-1.3474177455688e-12
0.373,-6.67109486600821e-12
0.374,2.55714324191923e-12
0.375,-2.76653387852018e-12
0.376,6.46170422940726e-12
0.377,1.13802710896785e-12
0.378,-4.18565001147156e-12
0.379,5.04258809645588e-12
0.38,-2.81089023983525e-13
0.381,8.94714908394392e-12
0.382,3.62347196350451e-12
0.383,-1.7002051569349e-12
0.384,7.52803295099254e-12
0.385,2.20435583055313e-12
0.386,-3.11932128988628e-12
0.387,6.10891681804116e-12
0.388,7.85239697601747e-13
0.389,1.00134778055292e-11
0.39,4.68980068508978e-12
0.391,-6.33876435349632e-13
0.392,8.59436167257781e-12
0.393,3.2706845521384e-12
0.394,-2.05299256830101e-12
0.395,7.17524553962643e-12
0.396,1.85156841918702e-12
0.397,1.10798065271145e-11
0.398,5.75612940667505e-12
0.399,4.32452286235641e-13
0.4,9.66069039416308e-12
0.401,4.33701327372367e-12
0.402,1.35652513816511e-11
0.403,8.2415742612117e-12
0.404,2.91789714077229e-12
0.405,1.21461352486997e-11
0.406,6.82245812826032e-12
0.407,1.49878100782091e-12
0.408,1.07270191157484e-11
0.409,5.40334199530894e-12
0.41,1.46315801032364e-11
0.411,9.30790298279698e-12
0.412,3.98422586235757e-12
0.413,-1.33945125808184e-12
0.414,-6.66312837852126e-12
0.415,2.56510972940619e-12
0.416,-2.75856739103322e-12
0.417,-8.08224451147263e-12
0.418,1.14599359645481e-12
0.419,-4.1776835239846e-12
0.42,-9.50136064442401e-12
0.421,-2.73122536496572e-13
0.422,-5.59679965693598e-12
0.423,3.63143845099146e-12
0.424,-1.69223866944795e-12
0.425,-7.01591578988736e-12
0.426,2.21232231804008e-12
0.427,-3.11135480239933e-12
0.428,6.11688330552811e-12
0.429,7.93206185088701e-13
0.43,-4.53047093535071e-12
0.431,4.69776717257673e-12
0.432,-6.25909947862678e-13
0.433,-5.94958706830209e-12
0.434,3.27865103962535e-12
0.435,-2.04502608081406e-12
0.436,7.18321202711338e-12
0.437,1.85953490667397e-12
0.438,-3.46414221376544e-12
0.439,5.764095894162e-12
0.44,4.40418773722594e-13
0.441,-4.88325834671682e-12
0.442,4.34497976121063e-12
0.443,-9.78697359228785e-13
0.444,8.24954074869866e-12
0.445,2.92586362825925e-12
0.446,-2.39781349218016e-12
0.447,6.83042461574728e-12
0.448,1.50674749530787e-12
0.449,-3.81692962513154e-12
0.45,5.4113084827959e-12
0.451,8.76313623564878e-14
0.452,9.31586947028393e-12
0.453,3.99219234984452e-12
0.454,-1.33148477059489e-12
0.455,7.89675333733255e-12
0.456,2.57307621689314e-12
0.457,1.18013143248206e-11
0.458,6.47763720438117e-12
0.459,1.15396008394176e-12
0.46,1.03821981918692e-11
0.461,5.05852107142979e-12
0.462,-2.65156049009619e-13
0.463,8.96308205891782e-12
0.464,-1.09125102898884e-11
0.465,-1.684272181961e-12
0.466,-7.00794930240041e-12
0.467,-1.23316264228398e-11
0.468,-3.10338831491238e-12
0.469,-8.42706543535179e-12
0.47,8.01172672575654e-13
0.471,-4.52250444786376e-12
0.472,-9.84618156830317e-12
0.473,-6.17943460375725e-13
0.474,-5.94162058081514e-12
0.475,3.28661752711231e-12
0.476,-2.0370595933271e-12
0.477,-7.36073671376651e-12
0.478,1.86750139416093e-12
0.479,-3.45617572627848e-12
0.48,-8.77985284671789e-12
0.481,4.48385261209548e-13
0.482,-4.87529185922986e-12
0.483,4.35294624869758e-12
0.484,-9.70730871741831e-13
0.485,-6.29440799218124e-12
0.486,2.9338301157462e-12
0.487,-2.38984700469321e-12
0.488,-7.71352412513262e-12
0.489,1.51471398279482e-12
0.49,-3.80896313764459e-12
0.491,5.41927497028285e-12
0.492,9.55978498434413e-14
0.493,-5.22807927059597e-12
0.494,4.00015883733147e-12
0.495,-1.32351828310794e-12
0.496,-6.64719540354735e-12
0.497,2.58104270438009e-12
0.498,-2.74263441605932e-12
0.499,6.48560369186812e-12
0.5,1.16192657142871e-12
