Time,Amplitude
0.096,-7.52422993396134e-13
0.097,-1.44238175924037e-12
0.098,-2.13234052508461e-12
0.099,-2.82229929092885e-12
0.1,1.25720750318622e-13
0.101,-5.64238015525617e-13
0.102,-1.25419678136986e-12
0.103,-1.9441555472141e-12
0.104,1.00386449403338e-12
0.105,-3.32407307890257e-12
0.106,-4.01403184474681e-12
0.107,-1.06601180349934e-12
0.108,-1.75597056934358e-12
0.109,-2.44592933518782e-12
0.11,-3.13588810103206e-12
0.111,-1.87868059784584e-13
0.112,-8.77826825628823e-13
0.113,-1.56778559147306e-12
0.114,-2.2577443573173e-12
0.115,-2.94770312316154e-12
0.116,3.16918085933239e-16
0.117,-6.89641847758306e-13
0.118,-1.37960061360255e-12
0.119,-2.06955937944678e-12
0.12,-2.75951814529102e-12
0.121,-3.44947691113526e-12
0.122,-4.1394356769795e-12
0.123,-1.19141563573203e-12
0.124,-1.88137440157627e-12
0.125,-2.57133316742051e-12
0.126,-3.26129193326475e-12
0.127,-3.95125069910899e-12
0.128,-1.00323065786151e-12
0.129,-1.69318942370575e-12
0.13,-2.38314818954999e-12
0.131,-3.07310695539423e-12
0.132,-1.25086914146756e-13
0.133,-8.15045679990995e-13
0.134,-1.50500444583523e-12
0.135,-2.19496321167947e-12
0.136,7.53056829568e-13
0.137,6.3098063723761e-14
0.138,-6.26860702120478e-13
0.139,-1.31681946796472e-12
0.14,-2.00677823380896e-12
0.141,9.41241807438517e-13
0.142,2.51283041594278e-13
0.143,-4.38675724249961e-13
0.144,-1.1286344900942e-12
0.145,-5.45657206303015e-12
0.146,-6.14653082887439e-12
0.147,-3.19851078762692e-12
0.148,-3.88846955347116e-12
0.149,-4.5784283193154e-12
0.15,-5.26838708515964e-12
0.151,-2.32036704391216e-12
0.152,-3.0103258097564e-12
0.153,-3.70028457560064e-12
0.154,-4.39024334144488e-12
0.155,-5.08020210728912e-12
0.156,-2.13218206604165e-12
0.157,-2.82214083188588e-12
0.158,-3.51209959773012e-12
0.159,-4.20205836357436e-12
0.16,-1.25403832232689e-12
0.161,-1.94399708817113e-12
0.162,-2.63395585401537e-12
0.163,-3.32391461985961e-12
0.164,-4.01387338570385e-12
0.165,-4.70383215154809e-12
0.166,1.8821666967911e-12
0.167,1.19220793094686e-12
0.168,5.02249165102622e-13
0.169,-1.87709600741617e-13
0.17,-8.77668366585856e-13
0.171,-1.5676271324301e-12
0.172,-2.25758589827433e-12
0.173,-2.94754466411857e-12
0.174,-3.63750342996281e-12
0.175,2.94849541837637e-12
0.176,-5.01742096165129e-12
0.177,-5.70737972749553e-12
0.178,-6.39733849333977e-12
0.179,-7.08729725918401e-12
0.18,-7.77725602502825e-12
0.181,-8.46721479087249e-12
0.182,-1.8812159425333e-12
0.183,-2.57117470837754e-12
0.184,-3.26113347422178e-12
0.185,-3.95109224006602e-12
0.186,-4.64105100591026e-12
0.187,-5.3310097717545e-12
0.188,-6.02096853759874e-12
0.189,-6.71092730344298e-12
0.19,-1.24928455103789e-13
0.191,-8.14887220948028e-13
0.192,-1.50484598679227e-12
0.193,-2.19480475263651e-12
0.194,-2.88476351848075e-12
0.195,-3.57472228432499e-12
0.196,-4.26468105016922e-12
0.197,-4.95463981601346e-12
0.198,-5.6445985818577e-12
0.199,9.41400266481484e-13
0.2,2.51441500637244e-13
0.201,-4.38517265206995e-13
0.202,-1.12847603105123e-12
0.203,-1.81843479689547e-12
0.204,-2.50839356273971e-12
0.205,-3.19835232858395e-12
0.206,-3.88831109442819e-12
0.207,2.697687753911e-12
0.208,2.00772898806676e-12
0.209,-5.95818739196091e-12
0.21,-6.64814615780515e-12
0.211,-7.33810492364939e-12
0.212,-8.02806368949363e-12
0.213,-8.71802245533786e-12
0.214,-2.13202360699868e-12
0.215,-2.82198237284292e-12
0.216,-3.51194113868716e-12
0.217,-4.2018999045314e-12
0.218,-4.89185867037564e-12
0.219,-5.58181743621988e-12
0.22,-6.27177620206411e-12
0.221,-6.96173496790835e-12
0.222,-3.75736119569167e-13
0.223,-1.06569488541341e-12
0.224,-1.75565365125765e-12
0.225,-2.44561241710188e-12
0.226,-3.13557118294612e-12
0.227,-3.82552994879036e-12
0.228,-4.5154887146346e-12
0.229,-5.20544748047884e-12
0.23,-5.89540624632308e-12
0.231,6.90592602016106e-13
0.232,6.33836171866478e-16
0.233,-6.89324929672373e-13
0.234,-1.37928369551661e-12
0.235,-2.06924246136085e-12
0.236,-2.75920122720509e-12
0.237,-3.44915999304933e-12
0.238,-4.13911875889357e-12
0.239,-4.82907752473781e-12
0.24,-5.51903629058205e-12
0.241,-6.20899505642629e-12
0.242,-6.89895382227053e-12
0.243,-7.58891258811477e-12
0.244,-8.278871353959e-12
0.245,-8.96883011980324e-12
0.246,-2.38283127146406e-12
0.247,-3.0727900373083e-12
0.248,-3.76274880315254e-12
0.249,-4.45270756899677e-12
0.25,-5.14266633484101e-12
0.251,-5.83262510068525e-12
0.252,-6.52258386652949e-12
0.253,-7.21254263237373e-12
0.254,-7.90250139821797e-12
0.255,-1.31650254987878e-12
0.256,-2.00646131572302e-12
0.257,-2.69642008156726e-12
0.258,-3.3863788474115e-12
0.259,-4.07633761325574e-12
0.26,-4.76629637909998e-12
0.261,-5.45625514494422e-12
0.262,-6.14621391078846e-12
0.263,4.39784937550728e-13
0.264,-2.50173828293511e-13
0.265,-9.40132594137751e-13
0.266,-1.63009135998199e-12
0.267,-2.32005012582623e-12
0.268,-3.01000889167047e-12
0.269,-3.69996765751471e-12
0.27,-4.38992642335895e-12
0.271,-5.07988518920319e-12
0.272,1.506113659136e-12
0.273,8.16154893291761e-13
0.274,1.26196127447522e-13
0.275,-5.63762638396717e-13
0.276,-1.25372140424096e-12
0.277,-1.9436801700852e-12
0.278,-2.63363893592943e-12
0.279,-3.32359770177367e-12
0.28,-4.01355646761791e-12
0.281,2.57244238072127e-12
0.282,1.88248361487703e-12
0.283,1.19252484903279e-12
0.284,5.02566083188556e-13
0.285,-1.87392682655684e-13
0.286,-8.77351448499923e-13
0.287,-1.56731021434416e-12
0.288,-2.2572689801884e-12
0.289,4.32872986815079e-12
0.29,3.63877110230655e-12
0.291,2.94881233646231e-12
0.292,-1.22930616577488e-11
0.293,-1.2983020423593e-11
0.294,-6.39702157525384e-12
0.295,-7.08698034109808e-12
0.296,-7.77693910694232e-12
0.297,-8.46689787278655e-12
0.298,-9.15685663863079e-12
0.299,-9.84681540447503e-12
0.3,-1.05367741703193e-11
0.301,-1.12267329361635e-11
0.302,-4.64073408782432e-12
0.303,-5.33069285366856e-12
0.304,-6.0206516195128e-12
0.305,-6.71061038535704e-12
0.306,-7.40056915120128e-12
0.307,-8.09052791704552e-12
0.308,-8.78048668288976e-12
0.309,-9.470445448734e-12
0.31,-1.01604042145782e-11
0.311,-3.57440536623905e-12
0.312,-4.26436413208329e-12
0.313,-4.95432289792753e-12
0.314,-5.64428166377177e-12
0.315,-6.33424042961601e-12
0.316,-7.02419919546025e-12
0.317,-7.71415796130449e-12
0.318,-8.40411672714873e-12
0.319,-1.81811787880954e-12
0.32,-2.50807664465378e-12
0.321,-3.19803541049802e-12
0.322,-3.88799417634226e-12
0.323,-4.5779529421865e-12
0.324,-5.26791170803074e-12
0.325,-1.32338280880584e-11
0.326,-2.11997444680861e-11
0.327,-1.46137456197469e-11
0.328,-8.02774677140769e-12
0.329,-1.59936631514354e-11
0.33,-9.40766430309617e-12
0.331,-1.73735806831238e-11
0.332,-1.07875818347846e-11
0.333,-1.87534982148123e-11
0.334,-1.21674993664731e-11
0.335,-2.01334157465008e-11
0.336,-1.35474168981616e-11
0.337,-6.96141804982242e-12
0.338,-1.49273344298501e-11
0.339,-8.3413355815109e-12
0.34,-1.63072519615386e-11
0.341,-9.72125311319938e-12
0.342,-1.7687169493227e-11
0.343,-1.11011706448879e-11
0.344,-1.90670870249155e-11
0.345,-1.24810881765763e-11
0.346,-5.89508932823715e-12
0.347,-1.38610057082648e-11
0.348,-7.27500685992563e-12
0.349,-1.52409232399533e-11
0.35,-8.6549243916141e-12
0.351,-1.66208407716418e-11
0.352,-1.00348419233026e-11
0.353,-1.80007583033302e-11
0.354,-1.14147594549911e-11
0.355,-4.82876060665188e-12
0.356,-1.27946769866795e-11
0.357,-6.20867813834035e-12
0.358,-1.4174594518368e-11
0.359,-7.58859567002883e-12
0.36,-1.55545120500565e-11
0.361,-8.96851320171731e-12
0.362,-1.6934429581745e-11
0.363,-1.03484307334058e-11
0.364,-3.7624318850666e-12
0.365,-1.17283482650943e-11
0.366,-5.14234941675508e-12
0.367,-1.31082657967827e-11
0.368,-6.52226694844356e-12
0.369,-1.44881833284712e-11
0.37,-7.90218448013204e-12
0.371,-1.31618563179285e-12
0.372,-9.28210201182052e-12
0.373,-2.69610316348133e-12
0.374,-1.0662019543509e-11
0.375,-4.07602069516981e-12
0.376,-1.20419370751975e-11
0.377,-5.45593822685829e-12
0.378,-1.3421854606886e-11
0.379,-6.83585575854676e-12
0.38,-2.49856910207578e-13
0.381,-8.21577329023524e-12
0.382,-1.62977444189606e-12
0.383,-9.59569082192372e-12
0.384,-3.00969197358454e-12
0.385,-1.09756083536122e-11
0.386,-4.38960950527301e-12
0.387,-1.23555258853007e-11
0.388,-5.76952703696149e-12
0.389,8.16471811377695e-13
0.39,-7.14944456864997e-12
0.391,-5.63445720310784e-13
0.392,-8.52936210033845e-12
0.393,-1.94336325199926e-12
0.394,-9.90927963202693e-12
0.395,-3.32328078368774e-12
0.396,-1.12891971637154e-11
0.397,-4.70319831537622e-12
0.398,1.88280053296297e-12
0.399,-6.0831158470647e-12
0.4,5.02883001274489e-13
0.401,-7.46303337875318e-12
0.402,-8.7703453041399e-13
0.403,-8.84295091044166e-12
0.404,-2.25695206210247e-12
0.405,-1.02228684421301e-11
0.406,-3.63686959379095e-12
0.407,2.94912925454824e-12
0.408,-5.01678712547942e-12
0.409,1.56921172285976e-12
0.41,-6.3967046571679e-12
0.411,1.89294191171283e-13
0.412,-7.77662218885638e-12
0.413,-1.5742538568884e-11
0.414,-9.15653972054486e-12
0.415,-1.71224561005725e-11
0.416,-1.05364572522333e-11
0.417,-1.8502373632261e-11
0.418,-1.19163747839218e-11
0.419,-5.33037593558263e-12
0.42,-1.32962923156103e-11
0.421,-6.71029346727111e-12
0.422,-1.46762098472988e-11
0.423,-8.09021099895959e-12
0.424,-1.60561273789873e-11
0.425,-9.47012853064807e-12
0.426,-1.74360449106757e-11
0.427,-1.08500460623365e-11
0.428,-4.26404721399736e-12
0.429,-1.2229963594025e-11
0.43,-5.64396474568584e-12
0.431,-1.36098811257135e-11
0.432,-7.02388227737432e-12
0.433,-1.4989798657402e-11
0.434,-8.40379980906279e-12
0.435,-1.63697161890905e-11
0.436,-9.78371734075127e-12
0.437,-3.19771849241209e-12
0.438,-1.11636348724398e-11
0.439,-4.57763602410056e-12
0.44,-1.25435524041282e-11
0.441,-5.95755355578904e-12
0.442,-1.39234699358167e-11
0.443,-7.33747108747752e-12
0.444,-7.51472239138334e-13
0.445,-8.717388619166e-12
0.446,-2.13138977082681e-12
0.447,-1.00973061508545e-11
0.448,-3.51130730251529e-12
0.449,-1.1477223682543e-11
0.45,-4.89122483420377e-12
0.451,-1.28571412142314e-11
0.452,-6.27114236589225e-12
0.453,3.14856482446939e-13
0.454,-7.65105989758073e-12
0.455,-1.06506104924154e-12
0.456,-9.0309774292692e-12
0.457,-2.44497858093002e-12
0.458,-1.04108949609577e-11
0.459,-3.8248961126185e-12
0.46,-1.17908124926462e-11
0.461,-5.20481364430698e-12
0.462,1.38118520403221e-12
0.463,-6.58473117599545e-12
0.464,-1.45506475560231e-11
0.465,-2.25165639360508e-11
0.466,-1.59305650877116e-11
0.467,-9.34456623937241e-12
0.468,-1.73104826194001e-11
0.469,-1.07244837710609e-11
0.47,-1.86904001510886e-11
0.471,-1.21044013027494e-11
0.472,-2.0070317682777e-11
0.473,-1.34843188344378e-11
0.474,-2.14502352144655e-11
0.475,-1.48642363661263e-11
0.476,-8.27823751778714e-12
0.477,-1.62441538978148e-11
0.478,-9.65815504947562e-12
0.479,-1.76240714295033e-11
0.48,-1.10380725811641e-11
0.481,-1.90039889611918e-11
0.482,-1.24179901128526e-11
0.483,-5.83199126451339e-12
0.484,-1.37979076445411e-11
0.485,-7.21190879620187e-12
0.486,-1.51778251762295e-11
0.487,-8.59182632789034e-12
0.488,-1.6557742707918e-11
0.489,-9.97174385957882e-12
0.49,-1.79376602396065e-11
0.491,-1.13516613912673e-11
0.492,-4.76566254292811e-12
0.493,-1.27315789229558e-11
0.494,-6.14558007461659e-12
0.495,-1.41114964546443e-11
0.496,-7.52549760630507e-12
0.497,-1.54914139863327e-11
0.498,-8.90541513799355e-12
0.499,-1.68713315180212e-11
0.5,-1.0285332669682e-11
