Time,Amplitude
0.073,-1.32486518497315e-12
0.074,-1.01908440331394e-12
0.075,-7.13303621654716e-13
0.076,-2.22651224354135e-12
0.077,-1.92073146188213e-12
0.078,-1.61495068022292e-12
0.079,-1.3091698985637e-12
0.08,-1.00338911690448e-12
0.081,-6.97608335245259e-13
0.082,-3.91827553586041e-13
0.083,-8.60467719268216e-14
0.084,2.19734009732397e-13
0.085,5.25514791391616e-13
0.086,8.31295573050835e-13
0.087,-6.81913048835802e-13
0.088,-2.19512167072244e-12
0.089,-1.88934088906322e-12
0.09,-1.583560107404e-12
0.091,-1.27777932574478e-12
0.092,-9.71998544085564e-13
0.093,-6.66217762426346e-13
0.094,-3.60436980767127e-13
0.095,-5.46561991079077e-14
0.096,2.51124582551311e-13
0.097,5.5690536421053e-13
0.098,8.62686145869749e-13
0.099,1.16846692752897e-12
0.1,-2.16373109790353e-12
0.101,-1.85795031624431e-12
0.102,-1.55216953458509e-12
0.103,-1.24638875292587e-12
0.104,-9.40607971266651e-13
0.105,-6.34827189607432e-13
0.106,-3.29046407948213e-13
0.107,-3.66124443338071e-12
0.108,-3.35546365172149e-12
0.109,-3.04968287006227e-12
0.11,-2.74390208840305e-12
0.111,-2.43812130674383e-12
0.112,-2.13234052508461e-12
0.113,-1.82655974342539e-12
0.114,-1.52077896176617e-12
0.115,-1.21499818010696e-12
0.116,-9.09217398447737e-13
0.117,-6.03436616788518e-13
0.118,-2.97655835129299e-13
0.119,8.12494652992006e-15
0.12,-3.32407307890257e-12
0.121,-3.01829229724335e-12
0.122,-2.71251151558414e-12
0.123,-2.40673073392492e-12
0.124,-2.1009499522657e-12
0.125,-1.79516917060648e-12
0.126,-1.48938838894726e-12
0.127,-1.18360760728804e-12
0.128,-8.77826825628823e-13
0.129,-5.72046043969604e-13
0.13,-2.66265262310385e-13
0.131,3.9515519348834e-14
0.132,3.45296301008053e-13
0.133,6.51077082667272e-13
0.134,9.56857864326491e-13
0.135,1.26263864598571e-12
0.136,1.56841942764493e-12
0.137,-1.76377859778757e-12
0.138,-1.45799781612835e-12
0.139,-1.15221703446913e-12
0.14,-8.46436252809909e-13
0.141,-5.4065547115069e-13
0.142,-2.34874689491471e-13
0.143,7.09060921677478e-14
0.144,3.76686873826967e-13
0.145,-2.95551115160553e-12
0.146,-2.64973036994631e-12
0.147,-2.34394958828709e-12
0.148,-2.03816880662787e-12
0.149,-1.73238802496865e-12
0.15,-1.42660724330943e-12
0.151,-4.75880526874193e-12
0.152,-4.45302448708271e-12
0.153,-4.14724370542349e-12
0.154,-3.84146292376427e-12
0.155,-3.53568214210505e-12
0.156,-3.22990136044583e-12
0.157,-2.92412057878661e-12
0.158,-2.61833979712739e-12
0.159,-2.31255901546818e-12
0.16,-2.00677823380896e-12
0.161,-1.70099745214974e-12
0.162,-1.39521667049052e-12
0.163,-1.0894358888313e-12
0.164,-7.83655107172081e-13
0.165,-4.77874325512862e-13
0.166,-1.72093543853643e-13
0.167,1.33687237805576e-13
0.168,4.39468019464795e-13
0.169,7.45248801124013e-13
0.17,1.05102958278323e-12
0.171,1.35681036444245e-12
0.172,1.66259114610167e-12
0.173,-1.66960687933082e-12
0.174,-1.3638260976716e-12
0.175,-1.05804531601239e-12
0.176,-4.39024334144488e-12
0.177,-4.08446255978566e-12
0.178,-3.77868177812644e-12
0.179,-3.47290099646722e-12
0.18,-3.167120214808e-12
0.181,-2.86133943314879e-12
0.182,-2.55555865148957e-12
0.183,-2.24977786983035e-12
0.184,-1.94399708817113e-12
0.185,-1.63821630651191e-12
0.186,-1.33243552485269e-12
0.187,-4.66463355028519e-12
0.188,-7.20873961534253e-13
0.189,-4.05307198696675e-12
0.19,-1.09312398215815e-13
0.191,-3.44151042364831e-12
0.192,5.02249165102622e-13
0.193,-2.82994886032987e-12
0.194,1.11381072842106e-12
0.195,-2.21838729701143e-12
0.196,1.7253722917395e-12
0.197,-1.606825733693e-12
0.198,2.33693385505794e-12
0.199,-9.95264170374558e-13
0.2,-4.32746219580705e-12
0.201,-3.8370260705612e-13
0.202,-3.71590063248861e-12
0.203,2.27858956262317e-13
0.204,-3.10433906917018e-12
0.205,8.39420519580755e-13
0.206,-2.49277750585174e-12
0.207,1.45098208289919e-12
0.208,-1.8812159425333e-12
0.209,-5.2134139679658e-12
0.21,-1.26965437921486e-12
0.211,-4.60185240464736e-12
0.212,-6.58092815896425e-13
0.213,-3.99029084132892e-12
0.214,-7.32248886676141e-12
0.215,-3.37872927801048e-12
0.216,-6.71092730344298e-12
0.217,-2.76716771469204e-12
0.218,-6.09936574012454e-12
0.219,-2.15560615137361e-12
0.22,-5.4878041768061e-12
0.221,-1.54404458805517e-12
0.222,-4.87624261348766e-12
0.223,-9.3248302473673e-13
0.224,-4.26468105016922e-12
0.225,-3.20921461418293e-13
0.226,-3.65311948685079e-12
0.227,2.90640101900145e-13
0.228,-3.04155792353235e-12
0.229,9.02201665218583e-13
0.23,-2.42999636021391e-12
0.231,1.51376322853702e-12
0.232,-1.81843479689547e-12
0.233,2.12532479185546e-12
0.234,-1.20687323357704e-12
0.235,2.7368863551739e-12
0.236,-5.95311670258598e-13
0.237,-3.92750969569109e-12
0.238,1.62498930598401e-14
0.239,-3.31594813237265e-12
0.24,-6.64814615780515e-12
0.241,-2.70438656905422e-12
0.242,-6.03658459448671e-12
0.243,-2.09282500573578e-12
0.244,-5.42502303116827e-12
0.245,-1.48126344241734e-12
0.246,-4.81346146784983e-12
0.247,-8.69701879098903e-13
0.248,-4.2018999045314e-12
0.249,-2.58140315780465e-13
0.25,-3.59033834121296e-12
0.251,-6.92253636664545e-12
0.252,-2.97877677789452e-12
0.253,-6.31097480332701e-12
0.254,-2.36721521457608e-12
0.255,-5.69941324000858e-12
0.256,-1.75565365125765e-12
0.257,-5.08785167669014e-12
0.258,-1.14409208793921e-12
0.259,-4.4762901133717e-12
0.26,-5.3253052462077e-13
0.261,-3.86472855005326e-12
0.262,7.90310386976679e-14
0.263,-3.25316698673483e-12
0.264,6.90592602016106e-13
0.265,-2.64160542341639e-12
0.266,1.30215416533454e-12
0.267,-2.03004386009795e-12
0.268,1.91371572865298e-12
0.269,-1.41848229677951e-12
0.27,2.52527729197142e-12
0.271,-8.06920733461075e-13
0.272,3.13683885528986e-12
0.273,-1.95359170142637e-13
0.274,-3.52755719557513e-12
0.275,4.16202393175801e-13
0.276,-2.91599563225669e-12
0.277,1.02776395649424e-12
0.278,-2.30443406893826e-12
0.279,1.63932551981268e-12
0.28,-1.69287250561982e-12
0.281,2.25088708313111e-12
0.282,-1.08131094230138e-12
0.283,2.86244864644955e-12
0.284,-4.69749378982942e-13
0.285,3.47401020976799e-12
0.286,1.41812184335496e-13
0.287,4.08557177308643e-12
0.288,7.53373747653934e-13
0.289,4.69713333640487e-12
0.29,1.36493531097237e-12
0.291,5.3086948997233e-12
0.292,-5.29946073989262e-12
0.293,-8.63165876532511e-12
0.294,-4.68789917657418e-12
0.295,-8.02009720200667e-12
0.296,-4.07633761325574e-12
0.297,-7.40853563868824e-12
0.298,-3.4647760499373e-12
0.299,-6.7969740753698e-12
0.3,-2.85321448661887e-12
0.301,-6.18541251205136e-12
0.302,-9.51761053748385e-12
0.303,-5.57385094873292e-12
0.304,-8.90604897416542e-12
0.305,-4.96228938541448e-12
0.306,-8.29448741084698e-12
0.307,-4.35072782209605e-12
0.308,-7.68292584752854e-12
0.309,-3.73916625877761e-12
0.31,-7.0713642842101e-12
0.311,-3.12760469545917e-12
0.312,-6.45980272089166e-12
0.313,-2.51604313214073e-12
0.314,-5.84824115757323e-12
0.315,-1.90448156882229e-12
0.316,-5.23667959425479e-12
0.317,-1.29292000550386e-12
0.318,-4.62511803093635e-12
0.319,-6.81358442185419e-13
0.32,-4.01355646761791e-12
0.321,-6.97968788669815e-14
0.322,-3.40199490429948e-12
0.323,5.41764684451456e-13
0.324,-2.79043334098104e-12
0.325,-1.3398588980597e-11
0.326,-9.45482939184603e-12
0.327,-1.27870274172785e-11
0.328,-8.84326782852759e-12
0.329,-1.21754658539601e-11
0.33,-8.23170626520915e-12
0.331,-1.15639042906416e-11
0.332,-1.48961023160741e-11
0.333,-1.09523427273232e-11
0.334,-1.42845407527557e-11
0.335,-1.03407811640048e-11
0.336,-1.36729791894373e-11
0.337,-9.72921960068633e-12
0.338,-1.30614176261188e-11
0.339,-9.11765803736789e-12
0.34,-1.24498560628004e-11
0.341,-8.50609647404946e-12
0.342,-1.18382944994819e-11
0.343,-7.89453491073102e-12
0.344,-1.12267329361635e-11
0.345,-7.28297334741258e-12
0.346,-1.06151713728451e-11
0.347,-6.67141178409414e-12
0.348,-1.00036098095266e-11
0.349,-6.0598502207757e-12
0.35,-9.3920482462082e-12
0.351,-5.44828865745727e-12
0.352,-8.78048668288976e-12
0.353,-1.21126847083223e-11
0.354,-8.16892511957132e-12
0.355,-1.15011231450038e-11
0.356,-7.55736355625289e-12
0.357,-1.08895615816854e-11
0.358,-6.94580199293445e-12
0.359,-1.02780000183669e-11
0.36,-6.33424042961601e-12
0.361,-9.6664384550485e-12
0.362,-5.72267886629757e-12
0.363,-9.05487689173007e-12
0.364,-5.11111730297913e-12
0.365,-8.44331532841163e-12
0.366,-4.4995557396607e-12
0.367,-7.83175376509319e-12
0.368,-3.88799417634226e-12
0.369,-7.22019220177475e-12
0.37,-3.27643261302382e-12
0.371,-6.60863063845631e-12
0.372,-2.66487104970538e-12
0.373,1.27888853904555e-12
0.374,-9.32926710057037e-12
0.375,-5.38550751181944e-12
0.376,-1.44174792306851e-12
0.377,-1.20499035626844e-11
0.378,-8.10614397393349e-12
0.379,-4.16238438518256e-12
0.38,-2.18624796431631e-13
0.381,-1.08267804360476e-11
0.382,-6.88302084729662e-12
0.383,-2.93926125854569e-12
0.384,1.00449833020524e-12
0.385,-9.60365730941067e-12
0.386,-5.65989772065974e-12
0.387,-1.71613813190881e-12
0.388,2.22762145684212e-12
0.389,-8.3805341827738e-12
0.39,-4.43677459402287e-12
0.391,-4.93015005271936e-13
0.392,3.450744583479e-12
0.393,-7.15741105613692e-12
0.394,-3.21365146738599e-12
0.395,7.3010812136494e-13
0.396,4.67386771011587e-12
0.397,-5.93428792950005e-12
0.398,-1.99052834074912e-12
0.399,1.95323124800182e-12
0.4,-8.6549243916141e-12
0.401,-4.71116480286317e-12
0.402,-7.67405214112241e-13
0.403,3.17635437463869e-12
0.404,-7.43180126497723e-12
0.405,-3.4880416762263e-12
0.406,4.55717912524635e-13
0.407,4.39947750127557e-12
0.408,-6.20867813834035e-12
0.409,-2.26491854958942e-12
0.41,1.67884103916151e-12
0.411,5.62260062791244e-12
0.412,-4.98555501170348e-12
0.413,-1.55937106513194e-11
0.414,-1.16499510625685e-11
0.415,-7.70619147381753e-12
0.416,-3.7624318850666e-12
0.417,-1.43705875246825e-11
0.418,-1.04268279359316e-11
0.419,-6.48306834718066e-12
0.42,-2.53930875842973e-12
0.421,-1.31474643980456e-11
0.422,-9.20370480929471e-12
0.423,-5.25994522054378e-12
0.424,-1.31618563179285e-12
0.425,-1.19243412714088e-11
0.426,-7.98058168265784e-12
0.427,-4.03682209390691e-12
0.428,-1.46449777335228e-11
0.429,-1.07012181447719e-11
0.43,-6.75745855602096e-12
0.431,-2.81369896727003e-12
0.432,-1.3421854606886e-11
0.433,-9.47809501813502e-12
0.434,-5.53433542938409e-12
0.435,-1.59057584063316e-12
0.436,-1.21987314802491e-11
0.437,-8.25497189149814e-12
0.438,-4.31121230274721e-12
0.439,-3.6745271399628e-13
0.44,-1.09756083536122e-11
0.441,-7.03184876486127e-12
0.442,-3.08808917611034e-12
0.443,8.55670412640595e-13
0.444,-9.75248522697532e-12
0.445,-5.80872563822439e-12
0.446,-1.86496604947346e-12
0.447,2.07879353927747e-12
0.448,-8.52936210033845e-12
0.449,-4.58560251158752e-12
0.45,-6.41842922836585e-13
0.451,-1.12499985624525e-11
0.452,-7.30623897370157e-12
0.453,-3.36247938495064e-12
0.454,5.8128020380029e-13
0.455,-1.00268754358156e-11
0.456,-6.0831158470647e-12
0.457,-2.13935625831377e-12
0.458,1.80440333043717e-12
0.459,-8.80375230917875e-12
0.46,-4.85999272042782e-12
0.461,-9.1623313167689e-13
0.462,3.02752645707404e-12
0.463,-7.58062918254188e-12
0.464,-1.81887848221578e-11
0.465,-1.42450252334069e-11
0.466,-1.03012656446559e-11
0.467,-6.357506055905e-12
0.468,-1.69656616955209e-11
0.469,-1.302190210677e-11
0.47,-9.07814251801906e-12
0.471,-5.13438292926813e-12
0.472,-1.5742538568884e-11
0.473,-1.17987789801331e-11
0.474,-7.85501939138218e-12
0.475,-3.91125980263125e-12
0.476,-1.45194154422472e-11
0.477,-1.05756558534962e-11
0.478,-6.63189626474531e-12
0.479,-1.72400519043612e-11
0.48,-1.32962923156103e-11
0.481,-9.35253272685936e-12
0.482,-5.40877313810843e-12
0.483,-1.60169287777244e-11
0.484,-1.20731691889734e-11
0.485,-8.12940960022249e-12
0.486,-4.18565001147156e-12
0.487,-1.47938056510875e-11
0.488,-1.08500460623365e-11
0.489,-6.90628647358561e-12
0.49,-2.96252688483468e-12
0.491,-1.35706825244506e-11
0.492,-9.62692293569967e-12
0.493,-5.68316334694874e-12
0.494,-1.73940375819781e-12
0.495,-1.23475593978137e-11
0.496,-8.40379980906279e-12
0.497,-4.46004022031186e-12
0.498,-5.1628063156093e-13
0.499,-1.11244362711768e-11
0.5,-7.18067668242592e-12
