Time,Amplitude
0.356,-4.358694309583e-12
0.357,-5.69941324000858e-12
0.358,2.35825443749271e-13
0.359,-1.10489348667631e-12
0.36,-2.44561241710188e-12
0.361,-3.78633134752746e-12
0.362,-5.12705027795304e-12
0.363,8.08188405804808e-13
0.364,-5.3253052462077e-13
0.365,-1.87324945504635e-12
0.366,-3.21396838547193e-12
0.367,-4.5546873158975e-12
0.368,1.38055136786035e-12
0.369,3.98324374347672e-14
0.37,-1.30088649299081e-12
0.371,-2.64160542341639e-12
0.372,-3.98232435384197e-12
0.373,1.95291432991588e-12
0.374,6.12195399490304e-13
0.375,-7.28523530935273e-13
0.376,-2.06924246136085e-12
0.377,-3.40996139178643e-12
0.378,2.52527729197142e-12
0.379,1.18455836154584e-12
0.38,-1.56160568879736e-13
0.381,-1.49687949930531e-12
0.382,-2.83759842973089e-12
0.383,3.09764025402696e-12
0.384,1.75692132360138e-12
0.385,4.16202393175801e-13
0.386,-9.24516537249777e-13
0.387,-2.26523546767535e-12
0.388,3.67000321608249e-12
0.389,2.32928428565692e-12
0.39,9.88565355231338e-13
0.391,-3.5215357519424e-13
0.392,-1.69287250561982e-12
0.393,4.24236617813803e-12
0.394,2.90164724771245e-12
0.395,1.56092831728687e-12
0.396,2.20209386861297e-13
0.397,-1.12050954356428e-12
0.398,4.81472914019357e-12
0.399,3.47401020976799e-12
0.4,2.13329127934241e-12
0.401,7.92572348916834e-13
0.402,-5.48146581508744e-13
0.403,5.3870921022491e-12
0.404,4.04637317182353e-12
0.405,2.70565424139795e-12
0.406,1.36493531097237e-12
0.407,2.42163805467936e-14
0.408,5.95945506430464e-12
0.409,4.61873613387906e-12
0.41,3.27801720345349e-12
0.411,1.93729827302791e-12
0.412,5.96579342602331e-13
0.413,-7.44139587823247e-13
0.414,-2.08485851824882e-12
0.415,-3.4255774486744e-12
0.416,-4.76629637909998e-12
0.417,-6.10701530952556e-12
0.418,-1.7177662576771e-13
0.419,-1.51249555619329e-12
0.42,-2.85321448661887e-12
0.421,-4.19393341704444e-12
0.422,-5.53465234747002e-12
0.423,4.00586336287827e-13
0.424,-9.40132594137751e-13
0.425,-2.28085152456333e-12
0.426,-3.62157045498891e-12
0.427,-4.96228938541448e-12
0.428,9.72949298343364e-13
0.429,-3.67769632082214e-13
0.43,-1.70848856250779e-12
0.431,-3.04920749293337e-12
0.432,-4.38992642335895e-12
0.433,1.5453122603989e-12
0.434,2.04593329973323e-13
0.435,-1.13612560045225e-12
0.436,-2.47684453087783e-12
0.437,-3.81756346130341e-12
0.438,2.11767522245444e-12
0.439,7.76956292028861e-13
0.44,-5.63762638396717e-13
0.441,-1.90448156882229e-12
0.442,-3.24520049924787e-12
0.443,2.69003818450998e-12
0.444,1.3493192540844e-12
0.445,8.60032365881992e-15
0.446,-1.33211860676676e-12
0.447,-2.67283753719234e-12
0.448,3.26240114656551e-12
0.449,1.92168221613993e-12
0.45,5.80963285714357e-13
0.451,-7.59755644711221e-13
0.452,-2.1004745751368e-12
0.453,3.83476410862105e-12
0.454,2.49404517819547e-12
0.455,1.15332624776989e-12
0.456,-1.87392682655684e-13
0.457,-1.52811161308126e-12
0.458,4.40712707067659e-12
0.459,3.06640814025101e-12
0.46,1.72568920982543e-12
0.461,3.84970279399853e-13
0.462,-9.55748651025724e-13
0.463,4.97949003273212e-12
0.464,-3.63718651187688e-12
0.465,-4.97790544230246e-12
0.466,-6.31862437272804e-12
0.467,-7.65934330315361e-12
0.468,-1.72410461939577e-12
0.469,-3.06482354982134e-12
0.47,-4.40554248024692e-12
0.471,-5.7462614106725e-12
0.472,-7.08698034109808e-12
0.473,-1.15174165734023e-12
0.474,-2.49246058776581e-12
0.475,-3.83317951819138e-12
0.476,-5.17389844861696e-12
0.477,-6.51461737904254e-12
0.478,-5.79378695284691e-13
0.479,-1.92009762571027e-12
0.48,-3.26081655613585e-12
0.481,-4.60153548656142e-12
0.482,-5.942254416987e-12
0.483,-7.01573322915372e-15
0.484,-1.34773466365473e-12
0.485,-2.68845359408031e-12
0.486,-4.02917252450589e-12
0.487,-5.36989145493146e-12
0.488,5.65347228826383e-13
0.489,-7.75371701599194e-13
0.49,-2.11609063202477e-12
0.491,-3.45680956245035e-12
0.492,-4.79752849287593e-12
0.493,1.13771019088192e-12
0.494,-2.03008739543657e-13
0.495,-1.54372766996924e-12
0.496,-2.88444660039481e-12
0.497,-4.22516553082039e-12
0.498,1.71007315293746e-12
0.499,3.6935422251188e-13
0.5,-9.71364707913698e-13
